Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57598957,When driving the tire catch small holds on the road. vibrate way too much.,34,Handling & Steering,4,Vehicle vibration,34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",PA,Performance,053412PA,True
57682092,when backing up I hear and feel a crunch type sound when brake are applied,36,Brakes,3,Brake noise,36,Brakes,99,Brake problem other than listed above,PA,Performance,053699PA,True
57560469,"When the back seats (the ones near the trunk) are folded, they move a bit.",26,Seats,1,Folding rear seat,26,Seats,1,Folding rear seat,LF,"Loose, fell off",052601LF,True
57615000,need highr reslution for analog gauge: Clearly distinguish 5mph increments,45,Gauges & Lights,12,Speedometer,45,Gauges & Lights,12,Speedometer,IA,Improve,054512IA,True
57648002,several small whitish/light-blue defects in clear coat after only 3 months,19,Exterior Body,35,"Dirt, debris, blemish in exterior paint",19,Exterior Body,35,"Dirt, debris, blemish in exterior paint",DD,"Dirty, dusty, foreign material, acid rain",051935DD,True
57680491,Could be a little more smoother. Not so bumpy when going over speed bumps.,34,Handling & Steering,2,Ride comfort,34,Handling & Steering,2,Ride comfort,RC,Ride Condition,053402RC,True
57554894,"Road noise is a bit high, forcing us to bump up radio volume to high 20's.",19,Exterior Body,2,Wind noise(excessive),0,Vehicle General,99,General comment other than listed above,RE,Road Noise,050099RE,True
57323889,Idle seem rough and loud in the morning Or when it’s cold but otherwise ok,41,Engine,9,"Rough idle, idles too fast",41,Engine,6,"Engine noise(excessive, abnormal)",ZG,At engine idle,054106ZG,True
57681750,"I'm 6'3"" and I can't adjust the HUD to be seen clearly from my eye height.",45,Gauges & Lights,18,Heads-up display,45,Gauges & Lights,18,Heads-up display,VB,Visibility,054518VB,True
57590984,The car hesitates before gaining good acceleration after turning a corner.,41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,True
57688673,Heating on driver feet seems inadequate compared to my 2009. Very strange.,22,"Heating, Ventilation & Cooling",16,Front heater not hot enough,22,"Heating, Ventilation & Cooling",16,Front heater not hot enough,AF,"Not hot enough, too hot",052216AF,True
57598957,When driving the tire catch small holds on the road. vibrate way too much.,34,Handling & Steering,4,Vehicle vibration,34,Handling & Steering,4,Vehicle vibration,VA,Vibration,053404VA,True
57623107,Tried to renew my service 5 times and would not let me. May be a xm issue.,29,"Audio, Communication, Navigation System",12,Satellite Radio,29,"Audio, Communication, Navigation System",12,Satellite Radio,FB,"Features, options",052912FB,True
57671221,"dont recognize most of the time anyways, here is a cost savings, delete it",29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,MH,Voice command - does not recognize,052930MH,True
57559037,"No direct connection to SIRI, I voice text via SIRI all the time, not now!",29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,FB,"Features, options",052958FB,True
57323889,Idle seem rough and loud in the morning Or when it’s cold but otherwise ok,41,Engine,9,"Rough idle, idles too fast",41,Engine,9,"Rough idle, idles too fast",EE,"Engine-rough, high, low idle",054109EE,True
57667814,Will not connect to my garage opener.  I have tried both connection types.,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",PG,Pairing (connect-compatible),051425PG,True
57655301,There is no coin holder in a 2020 Tacoma. Loose coins make a lot of noise.,14,Interior Operation & Controls,2,Coin holder,14,Interior Operation & Controls,2,Coin holder,WC,"Would like to have, change, add feature, make standard",051402WC,True
57700830,Should have been usb with audio capability instead just like Ford does it.,29,"Audio, Communication, Navigation System",7,Auxiliary/audio input,29,"Audio, Communication, Navigation System",7,Auxiliary/audio input,WC,"Would like to have, change, add feature, make standard",052907WC,True
57420589,I wish there were seat memory feature as other brands similar model has it,26,Seats,16,Seat memory controls,26,Seats,16,Seat memory controls,WC,"Would like to have, change, add feature, make standard",052616WC,True
57671221,"why cant car play go full screen, and only display top half of the screen.",29,"Audio, Communication, Navigation System",19,Nav display,29,"Audio, Communication, Navigation System",19,Nav display,WC,"Would like to have, change, add feature, make standard",052919WC,True
57656779,You need more flip down hooks in the very back where you put groceries at.,13,Interior Fit and Appearance,16,Other storage compartments,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",WC,"Would like to have, change, add feature, make standard",051399WC,True
57695917,I would appreciate it of the wheel could come just a tad bit closer to me.,34,Handling & Steering,9,"Tilt, telescopic steering column",34,Handling & Steering,9,"Tilt, telescopic steering column",ST,"Telescoping - too close, too far from passenger",053409ST,True
57667467,Car jumps into gear when brake pedal is released. Not a smooth transition.,41,Engine,22,Stop and Start Engine System,43,Transmssion,99,Transmission problem other than listed,JA,"Jolt, Jerk, Jump, Surge",054399JA,False
57667607,Too far back.  Hard to reach into to get something out and close the cover,26,Seats,7,Armrest,26,Seats,7,Armrest,LE,Location,052607LE,False
57647516,Even though I paid extra for clear coating I still have chips in the paint,19,Exterior Body,33,"Chipped paint, scratches",19,Exterior Body,33,"Chipped paint, scratches",CP,Chipped - Paint,051933CP,False
57412110,The handle on the door panel can easily be scratched and finish comes off.,13,Interior Fit and Appearance,3,Door panel,13,Interior Fit and Appearance,91,Other - Door handle (Interior),QA,"Quality (cheap looking, cheaply made",051391QA,False
57679995,"Reverse is NOT intuitive at all. After 4 months, still getting used to it.",26,Seats,12,"Forward, backward controls",26,Seats,12,"Forward, backward controls",DU,Difficult to understand,052612DU,False
57684877,Often loses connection to Apple CarPlay - have tried many different chords,29,"Audio, Communication, Navigation System",9,USB (input/charging),29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,PG,Pairing (connect-compatible),052958PG,False
57622576,"See previous for seat comfort, seat doesn't angle up as much as it should.",26,Seats,15,Recliner controls,26,Seats,15,Recliner controls,WC,"Would like to have, change, add feature, make standard",052615WC,False
57684274,Not a problem but sure wish I could put my seat higher..I'm kind of short.,26,Seats,13,Height controls,26,Seats,13,Height controls,WC,"Would like to have, change, add feature, make standard",052613WC,False
57713989,Gets stained easily   I’ve seen seat material failures.   This concerns me,26,Seats,2,Seat material,26,Seats,2,Seat material,QA,"Quality (cheap looking, cheaply made",052602QA,False
57685447,Lines in camera should turn as steering wheel turns to show path of travel,14,Interior Operation & Controls,22,"Back up camera, rear view monitor",14,Interior Operation & Controls,22,"Back up camera, rear view monitor",WC,"Would like to have, change, add feature, make standard",051422WC,False
57709128,Does not have button for automatic open or close for the back hatch/trunk.,19,Exterior Body,9,Trunk/hatchback/tailgate,19,Exterior Body,9,Trunk/hatchback/tailgate,WC,"Would like to have, change, add feature, make standard",051909WC,False
57681525,Speakers are wheezing if volume lauder than 35. This is rather annoying...,29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",SL,Sound quality ,052908SL,False
57674074,Camera should have a shroud or something to keep rain/water off the camera,14,Interior Operation & Controls,22,"Back up camera, rear view monitor",14,Interior Operation & Controls,22,"Back up camera, rear view monitor",WC,"Would like to have, change, add feature, make standard",051422WC,False
57664544,Coin holder is ridiculous. Ahold have separate slots for each denomination,14,Interior Operation & Controls,2,Coin holder,14,Interior Operation & Controls,2,Coin holder,WC,"Would like to have, change, add feature, make standard",051402WC,False
57622576,"See previous for seat comfort, seat doesn't angle up as much as it should.",26,Seats,15,Recliner controls,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,False
57667172,Not enough lights inside. Can't see anything in the console when its dark.,14,Interior Operation & Controls,9,Interior courtesy lights (include trunk),14,Interior Operation & Controls,9,Interior courtesy lights (include trunk),WC,"Would like to have, change, add feature, make standard",051409WC,False
57586923,Seat does not always return to the preset I selected when starting the car,26,Seats,16,Seat memory controls,26,Seats,16,Seat memory controls,NF,"Not working properly, malfunction",052616NF,False
57714574,I can only open the other doors after I have opened the driver's side door,14,Interior Operation & Controls,28,Remote keyless entry,14,Interior Operation & Controls,28,Remote keyless entry,FB,"Features, options",051428FB,False
57642262,Car vibrates more than expected at speed and when passed by other vehicles,34,Handling & Steering,4,Vehicle vibration,34,Handling & Steering,4,Vehicle vibration,VA,Vibration,053404VA,False
57670776,Vibrations from the subwoofers and various panels of the interior already.,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",VA,Vibration,051399VA,False
57670776,Vibrations from the subwoofers and various panels of the interior already.,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",VA,Vibration,052908VA,False
57688749,Sheering wheel shakes left to right going down the road at highway speeds.,34,Handling & Steering,7,Steering wheel vibration,34,Handling & Steering,7,Steering wheel vibration,VA,Vibration,053407VA,False
57628150,"Print is entirely too small, very hard to read without a magnifying glass.",45,Gauges & Lights,8,"Odometer, trip meter",45,Gauges & Lights,8,"Odometer, trip meter",HP,Hard to Read,054508HP,False
57625314,"during very heavy rain, the automatic bright light dimmer did not function",14,Interior Operation & Controls,18,Headlight controls,14,Interior Operation & Controls,18,Headlight controls,NF,"Not working properly, malfunction",051418NF,False
57660476,Some time get squeaking sound from rear break during low velocity breaking,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NC,"Noise-squeaks, rattles",053603NC,False
57643262,stoped working problem with computer sence i bought the truck im noy happy,14,Interior Operation & Controls,28,Remote keyless entry,14,Interior Operation & Controls,28,Remote keyless entry,IC,Inoperative,051428IC,False
57647030,"When starting from a stop, the car hesitates and then accelerates rapidly.",41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,False
57630732,The Nav doesn't work - only the Android auto if it's connected to my phone,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,29,"Audio, Communication, Navigation System",20,Navigation performance,NF,"Not working properly, malfunction",052920NF,False
